,object_id,object_type,text,is_economic_labour_tension,economic_labour_tension_direction,is_political_tension,political_tension_direction,is_service_related_tension,service_related_tension_direction,is_community_insecurity_tension,community_insecurity_tension_direction,topics,matched_features,date,clean_text
362,100050666491286-1cd53f9f89c29003,facebook_post,وزير الداخلية لي وظيفتو السهر على تطبيق القانون يستهدف العدالة ويعرقل تطبيق القانون سلطة فاشلة تنهار بالكامل... اخلاقياً وشعبياً ودولياً!,0.0,,1.0,Increase,0.0,,0.0,,['other'],[None],2021-07-07 18:09:50,وزير الداخلية لي وظيفتو السهر على تطبيق القانون يستهدف العدالة ويعرقل تطبيق القانون سلطة فاشلة تنهار بالكامل... اخلاقيا وشعبيا ودوليا!
445,100053586351795-c56e2a14ec755ea8,facebook_post,#تراجع_يا_طارق #تراجع_يا_مجدوب,0.0,,0.0,,0.0,,0.0,,['education'],"[['#تراجع_يا_طارق', '#تراجع_يا_مجدوب']]",2021-07-05 11:39:08,#تراجع_يا_طارق #تراجع_يا_مجدوب
452,100053586351795-f3b62aa9a555138b,facebook_post,أكثر ما يخشاه اللبنانيون أن يتكرر سيناريو المحكمة الدولية فيتبيّن أن “سليم عياش” جديداً هو من اشترى وشحن وخزّن وفجّر النيترات، ويتم تطويبه من بين القديسين، وتُسدل الستارة على أخطر جريمة في التاريخ الحديث...,0.0,,0.0,,0.0,,0.0,,['other'],[None],2021-07-04 15:07:03,اكثر ما يخشاه اللبنانيون ان يتكرر سيناريو المحكمة الدولية فيتبين ان “سليم عياش” جديدا هو من اشترى وشحن وخزن وفجر النيترات، ويتم تطويبه من بين القديسين، وتسدل الستارة على اخطر جريمة في التاريخ الحديث...
316,100044674022905-083f3ad564de600a,facebook_post,اعتذار الحريري ليس الهدف! (مقدمة اخبار OTV/الاثنين 12 تموز 2021) تتوزع المتابعة السياسية هذا الاسبوع بين ثلاثة اتجاهات: الاتجاه الاول، الخطوات المرتقبة لرئيس الحكومة المكلف سعد الحريري، وهل يتوجه إلى بعبدا بنية التأليف، كما يتمنى جميع اللبنانيين، أم بهدف المناورة من جديد، وهو ما يؤمل أن يكون مقتصراً على تسريبات صحافية غير دقيقة. فالغاية هي أن ينجح الرئيس سعد الحريري في تأليف حكومة تكون قادرة على مواجهة الأزمة، لا أن يعتذر. أما الاعتذار، الذي سيُحزن حصوله جميع اللبنانيين الذين سيأسفون على الوقت الذي ضاع، فخسارة للجميع، إذ ليس المطلوب اليوم، ولم يكن مطلوباً في اي يوم، إزاحة أحد ولا تسجيل نقاط على أحد، بل المطلوب الوحيد هو احترام الدستور والميثاق والمعايير كي تولد الحكومة، وهذا ما يردده المعنيون بالتوقيع النهائي منذ اليوم الأول للتكليف، وفي هذا السياق صبت كل التسهيلات التي قدمت له على مدى تسعة اشهر. أما الاتجاه الثاني للمتابعة السياسية المحلية، فحركة السفير السعودي وليد البخاري، الذي التقى اليوم السفيرتين الاميركية دوروثي شيا والفرنسية آن غريو العائدتين من لقاءات الرياض، كما اجتمع مع وفد من الهيئات الاقتصادية بحث معه في ملف التصدير، الى جانب مشاركته في لقاء تشاوري نظم في معراب. يبقى الاتجاه الثالث للمتابعة، هو الإشكاليات المعيشية المتكاثرة، التي لا تلبث أن تُحل إحداها، حتى تطل أخرى برأسها، من المحروقات إلى الدواء، مروراً بالكهرباء وغيرها، ذلك أن الخروج من الدوامة بشكل نهائي، يتوقف على حل نهائي، يضع البلاد على سكة النهوض، غصباً عن المعطلين والمعرقلين والمراهنين...,0.0,,0.0,,0.0,,0.0,,['economic collapse'],"[['الاقتصادية', 'الهييات الاقتصادية']]",2021-07-12 19:00:48,اعتذار الحريري ليس الهدف! (مقدمة اخبار OTV/الاثنين 12 تموز 2021) تتوزع المتابعة السياسية هذا الاسبوع بين ثلاثة اتجاهات: الاتجاه الاول، الخطوات المرتقبة لرييس الحكومة المكلف سعد الحريري، وهل يتوجه الى بعبدا بنية التاليف، كما يتمنى جميع اللبنانيين، ام بهدف المناورة من جديد، وهو ما يومل ان يكون مقتصرا على تسريبات صحافية غير دقيقة. فالغاية هي ان ينجح الرييس سعد الحريري في تاليف حكومة تكون قادرة على مواجهة الازمة، لا ان يعتذر. اما الاعتذار، الذي سيحزن حصوله جميع اللبنانيين الذين سياسفون على الوقت الذي ضاع، فخسارة للجميع، اذ ليس المطلوب اليوم، ولم يكن مطلوبا في اي يوم، ازاحة احد ولا تسجيل نقاط على احد، بل المطلوب الوحيد هو احترام الدستور والميثاق والمعايير كي تولد الحكومة، وهذا ما يردده المعنيون بالتوقيع النهايي منذ اليوم الاول للتكليف، وفي هذا السياق صبت كل التسهيلات التي قدمت له على مدى تسعة اشهر. اما الاتجاه الثاني للمتابعة السياسية المحلية، فحركة السفير السعودي وليد البخاري، الذي التقى اليوم السفيرتين الاميركية دوروثي شيا والفرنسية ان غريو العايدتين من لقاءات الرياض، كما اجتمع مع وفد من الهييات الاقتصادية بحث معه في ملف التصدير، الى جانب مشاركته في لقاء تشاوري نظم في معراب. يبقى الاتجاه الثالث للمتابعة، هو الاشكاليات المعيشية المتكاثرة، التي لا تلبث ان تحل احداها، حتى تطل اخرى براسها، من المحروقات الى الدواء، مرورا بالكهرباء وغيرها، ذلك ان الخروج من الدوامة بشكل نهايي، يتوقف على حل نهايي، يضع البلاد على سكة النهوض، غصبا عن المعطلين والمعرقلين والمراهنين...
1320,100053742612367-f59009837dce575a,facebook_post,الصين تحول صحراءها إلى شبكة هائلة من صوامع الصواريخ الباليستية بسرعة مذهلة...,0.0,,0.0,,0.0,,0.0,,['other'],[None],2021-07-03 05:00:19,الصين تحول صحراءها الى شبكة هايلة من صوامع الصواريخ الباليستية بسرعة مذهلة...
1801,102993401163821-6ba84585391060c3,facebook_post,"رفع سعر ربطة الخبز مجدداً... 'رغيف الفقراء' في بورصة التسعيرات أيضاً !!! حددت ​وزارة الاقتصاد والتجارة​ سعر ووزن الخبز اللبناني ""الأبيض""، في الأفران والمتاجر إلى المستهلك على كافة الأراضي اللبنانية، وذلك استناداً الى ارتفاع سعر صرف الدولار، والى ​اسعار المحروقات​ وارتفاع كلفة نقل ​الطحين​ من المطاحن الى الأفران ونقل الخبز من الافران الى مراكز البيع، واستناداً الى سعر القمح في ​البورصة العالمية​، واستنادًا للدراسة التي قامت بها وزارة الاقتصاد والتجارة لتحديد كمية المكونات المطلوبة لإنتاج أفضل نوعية من الخبز اللبناني للمستهلك، ونظراً للظروف الاقتصادية الضاغطة والقدرة الشرائية المنخفضة التي يعاني منها المواطنون، حدد سعر ووزن الخبز اللبناني ""الأبيض"" وفقاً لما يلي: - في الفرن إلى المستهلك: ربطة حجم كبيــــر على أن لا يقل وزنها عن 883 غرام بسعر 4000 ل.ل. كحدٍ أقصى. ربطة حجم وســـط على أن لا يقل وزنها عن 408 غرام بسعر 2750 ل.ل. كحدٍ أقصى. - في المتجر إلى المستهلك: ربطة حجم كبيــــر على أن لا يقل وزنه عن 883 غرام بسعر 4250 ل.ل. كحدٍ أقصى. ربطة حجم وســـط على أن لا يقل وزنها عن 408 غرام بسعر 3000 ل.ل. كحدٍ أقصى.",1.0,Increase,0.0,,0.0,,0.0,,['economic collapse'],"[['الاقتصادية', 'سعر صرف الدولار']]",2021-07-10 06:38:37,"رفع سعر ربطة الخبز مجددا... 'رغيف الفقراء' في بورصة التسعيرات ايضا !!! حددت ​وزارة الاقتصاد والتجارة​ سعر ووزن الخبز اللبناني ""الابيض""، في الافران والمتاجر الى المستهلك على كافة الاراضي اللبنانية، وذلك استنادا الى ارتفاع سعر صرف الدولار، والى ​اسعار المحروقات​ وارتفاع كلفة نقل ​الطحين​ من المطاحن الى الافران ونقل الخبز من الافران الى مراكز البيع، واستنادا الى سعر القمح في ​البورصة العالمية​، واستنادا للدراسة التي قامت بها وزارة الاقتصاد والتجارة لتحديد كمية المكونات المطلوبة لانتاج افضل نوعية من الخبز اللبناني للمستهلك، ونظرا للظروف الاقتصادية الضاغطة والقدرة الشرايية المنخفضة التي يعاني منها المواطنون، حدد سعر ووزن الخبز اللبناني ""الابيض"" وفقا لما يلي: - في الفرن الى المستهلك: ربطة حجم كبيــــر على ان لا يقل وزنها عن 883 غرام بسعر 4000 ل.ل. كحد اقصى. ربطة حجم وســـط على ان لا يقل وزنها عن 408 غرام بسعر 2750 ل.ل. كحد اقصى. - في المتجر الى المستهلك: ربطة حجم كبيــــر على ان لا يقل وزنه عن 883 غرام بسعر 4250 ل.ل. كحد اقصى. ربطة حجم وســـط على ان لا يقل وزنها عن 408 غرام بسعر 3000 ل.ل. كحد اقصى."
252,100044627645008-0886dd00279ac6d5,facebook_post,عندي احساس ان اصدقاء عباس ابراهيم هني ذاتهم اصدقاء جبران باسيل لي اهدوه طيارة خاصة (الفساد صديقهم الاول) #كلن_يعني_كلن,0.0,,0.0,,0.0,,0.0,,['opposition to current government'],[['#كلن_يعني_كلن']],2021-07-07 14:34:27,عندي احساس ان اصدقاء عباس ابراهيم هني ذاتهم اصدقاء جبران باسيل لي اهدوه طيارة خاصة (الفساد صديقهم الاول) #كلن_يعني_كلن
1276,100053742612367-eadd183559af71dd,facebook_post,إنذارٌ' من أصحاب المحطّات... في هذه الحال سنُغلق قسراً!,0.0,,1.0,Increase,0.0,,0.0,,['other'],[None],2021-07-07 11:12:51,انذار' من اصحاب المحطات... في هذه الحال سنغلق قسرا!
1445,100101538090752-57b316fcac5e9fca,facebook_post,مش إذا عمل واجباتو مع زوجتو بتقولو عنو طرطور!!! وشخصيتو ضعيفة🤨 #السيد_سامر_أمين_السيد,0.0,,0.0,,0.0,,0.0,,['other'],[None],2021-07-02 12:39:23,مش اذا عمل واجباتو مع زوجتو بتقولو عنو طرطور!!! وشخصيتو ضعيفة🤨 #السيد_سامر_امين_السيد
652,100053742612367-388cdbd769224444,facebook_post,بالصور: وفاة فتاة (27 سنة) غرقاً في صور.... ماذا في التفاصيل؟,0.0,,0.0,,0.0,,0.0,,['other'],[None],2021-07-03 10:11:21,بالصور: وفاة فتاة (27 سنة) غرقا في صور.... ماذا في التفاصيل؟
1065,100053742612367-ad5b5efa82f8e731,facebook_post,عن الكابتن جورج… انتظر اليوم الذي يحلّق فيه مع جويل ولكن كان الموت بانتظارهما..,0.0,,0.0,,0.0,,0.0,,['other'],[None],2021-07-11 05:58:04,عن الكابتن جورج... انتظر اليوم الذي يحلق فيه مع جويل ولكن كان الموت بانتظارهما..
414,100053575659318-af31a77f4a523138,facebook_post,في لبنان، إذا أردتَ ملاحقة وزير الداخلية عليك، أوّلاً، أن تأخذ موافقة المدير العام للامن العام. العكس لا يجوز… #حكم_السيّد_قراقوش ‬,0.0,,1.0,Increase,0.0,,0.0,,['other'],[None],2021-07-09 10:10:39,في لبنان، اذا اردت ملاحقة وزير الداخلية عليك، اولا، ان تاخذ موافقة المدير العام للامن العام. العكس لا يجوز... #حكم_السيد_قراقوش ‬
1280,100053742612367-ebc475b6f3c378e0,facebook_post,إصابات جديدة بكورونا في قرى وبلدات قضاء صور..,0.0,,0.0,,0.0,,0.0,,['other'],[None],2021-07-10 17:52:10,اصابات جديدة بكورونا في قرى وبلدات قضاء صور..
1828,102993401163821-c744f7242370271b,facebook_post,جشع أصحاب المحطات و تجار سوق السودة. ما في أزمة بس في شعب بلا ضمير. #ازمة_ضمير,1.0,increase,0.0,,0.0,,0.0,,['other'],[None],2021-07-03 19:31:21,جشع اصحاب المحطات و تجار سوق السودة. ما في ازمة بس في شعب بلا ضمير. #ازمة_ضمير
1629,100101538090752-de5e437278df5589,facebook_post,رئيس اللقاء الفكر العاملي السيد علي فضل الله: يجب ان تتحول اماكن العبادة الى اماكن للاعتصامات ويجب ان يكون الشعب مع الجيش في مواجهة الفاسدين!,0.0,,0.0,,0.0,,0.0,,['other'],[None],2021-07-01 10:39:24,رييس اللقاء الفكر العاملي السيد علي فضل الله: يجب ان تتحول اماكن العبادة الى اماكن للاعتصامات ويجب ان يكون الشعب مع الجيش في مواجهة الفاسدين!
936,100053742612367-89cedc07163d6043,facebook_post,تعميم صورة موقوف للاشتباه به، وقوى الامن تسالكم: هل وقعتم ضحية اعماله؟,0.0,,0.0,,0.0,,0.0,,['other'],[None],2021-07-02 20:00:53,تعميم صورة موقوف للاشتباه به، وقوى الامن تسالكم: هل وقعتم ضحية اعماله؟
816,100053742612367-64e04a8f86ff783a,facebook_post,ترقية النقيب الطبيب فضل مطيع عاصي الى رتبة رائد,0.0,,0.0,,0.0,,0.0,,['other'],[None],2021-07-04 03:30:09,ترقية النقيب الطبيب فضل مطيع عاصي الى رتبة رايد
610,100053742612367-2e1e449eab108d7d,facebook_post,عاجل: اشكال فردي في الحوش - صور ..... اطلاق نار وسقوط اصابات !!,0.0,,0.0,,0.0,,1.0,Neutral,['other'],[None],2021-07-07 20:07:26,عاجل: اشكال فردي في الحوش - صور ..... اطلاق نار وسقوط اصابات !!
342,100046230462159-88dbfaa97701ae50,facebook_post,Racism against the Palestinians must stop,0.0,,0.0,,0.0,,0.0,,['other'],[None],2021-07-06 17:11:19,Racism against the Palestinians must stop
644,100053742612367-3538f519a1de112e,facebook_post,طلبٌ من كنعان الى الحكومة!,0.0,,0.0,,0.0,,0.0,,['other'],[None],2021-06-30 12:00:19,طلب من كنعان الى الحكومة!
1933,106447832755806-1929cb264a8c17f4,facebook_post,الأفران: نتكبّد أعباء كبيرة لتأمين الخبز بكلفة معقولة,1.0,neutral,0.0,,0.0,,0.0,,['other'],[None],2021-07-11 08:38:06,الافران: نتكبد اعباء كبيرة لتامين الخبز بكلفة معقولة
1335,100053742612367-fa77ffa994f28b69,facebook_post,رويترز: انفجار ضخم في دبي يهز المدينة ومعلومات اولية عن المكان والاسباب,0.0,,0.0,,0.0,,0.0,,['other'],[None],2021-07-07 20:14:44,رويترز: انفجار ضخم في دبي يهز المدينة ومعلومات اولية عن المكان والاسباب
747,100053742612367-521aa3fab6e4df0e,facebook_post,احصاء جديد يكشف عدد الفلسطينيين في العالم وتوزيعهم بحسب مناطق السكن ونسبة الذكور الى الاناث .... اليكم التفاصيل,0.0,,0.0,,0.0,,0.0,,['other'],[None],2021-07-11 20:06:15,احصاء جديد يكشف عدد الفلسطينيين في العالم وتوزيعهم بحسب مناطق السكن ونسبة الذكور الى الاناث .... اليكم التفاصيل
1287,100053742612367-ed782bd61ed97728,facebook_post,تسعيرة جديدة للدولار في السوق السوداء,0.0,,0.0,,0.0,,0.0,,['other'],[None],2021-07-11 12:03:00,تسعيرة جديدة للدولار في السوق السوداء
1743,100700957973129-99514c72ebf7b678,facebook_post,"موظّف قبض راتبه وركب الحافلة المزدحمة ليصل الى بيته وكان في الحافلة لص سرق منه نقوده. وعندما طلب المحصّل ثمن التذكرة لم بجد الموظّف في جيبه شيئاً فاحمرّ وجهه خجلا وارتبك لسانه فقال لو المحصّل مستهزئاً : "" عيب عليك تحسب روحك محترما ولا يوجد في جيبك ثمن التذكرة ؟! ضربت النخوة اللص وقال لمحصّل مستهزئ: اخي ثمن تذكرة الأستاذ على حسابي فابتسم الموظّف الشريف وقال اللص: الله يبارك بك ويكتّر من امثالك يا سيّدي واخذ بعض الركاب يمدحون اللص ويثنون على اخلاقه العالية ويدعون له بان يبارك الله فيه ويكثروا من امثاله ومنذ ذلك الحين واعداد اللصوص في ازدياد ومازالوا يتلقّون منا الشكر والتقدير ولازلنا نحن في الحافلة يسرقنا اللصوص ونشكرهم صحيح القصة من رسم الخيال ولكنها أجمل وصف لواقعنا المرير",0.0,,0.0,,0.0,,0.0,,['other'],[None],2021-07-02 16:15:53,"موظف قبض راتبه وركب الحافلة المزدحمة ليصل الى بيته وكان في الحافلة لص سرق منه نقوده. وعندما طلب المحصل ثمن التذكرة لم بجد الموظف في جيبه شييا فاحمر وجهه خجلا وارتبك لسانه فقال لو المحصل مستهزيا : "" عيب عليك تحسب روحك محترما ولا يوجد في جيبك ثمن التذكرة ؟! ضربت النخوة اللص وقال لمحصل مستهزي: اخي ثمن تذكرة الاستاذ على حسابي فابتسم الموظف الشريف وقال اللص: الله يبارك بك ويكتر من امثالك يا سيدي واخذ بعض الركاب يمدحون اللص ويثنون على اخلاقه العالية ويدعون له بان يبارك الله فيه ويكثروا من امثاله ومنذ ذلك الحين واعداد اللصوص في ازدياد ومازالوا يتلقون منا الشكر والتقدير ولازلنا نحن في الحافلة يسرقنا اللصوص ونشكرهم صحيح القصة من رسم الخيال ولكنها اجمل وصف لواقعنا المرير"
1679,100672218316902-1d676567b6f38ffe,facebook_post,لا تُوَقِّع ———- تقوم المصارف بإجبار المودعين التوقيع على مستندات غير قانونية تتعلق بالتعميم رقم ١٥٨…إن الودائع الموجودة في البنوك هي حق لأصحابها وسيتم استردادها بعملة الإيداع، ولا يحق لأي كان وضع شروط غير قانونية واستنسابية لاسترداد الوديعة,1.0,Neutral,0.0,,0.0,,0.0,,['other'],[None],2021-07-07 08:55:19,لا توقع ———- تقوم المصارف باجبار المودعين التوقيع على مستندات غير قانونية تتعلق بالتعميم رقم ١٥٨...ان الودايع الموجودة في البنوك هي حق لاصحابها وسيتم استردادها بعملة الايداع، ولا يحق لاي كان وضع شروط غير قانونية واستنسابية لاسترداد الوديعة
1215,100053742612367-d607693a85e3bc29,facebook_post,دولار السوق السوداء: ارتفاع جديد بالتسعيرة !!,1.0,Increase,0.0,,0.0,,0.0,,['economic collapse'],"[['دولار', 'دولار السوق السوداء']]",2021-07-01 14:16:52,دولار السوق السوداء: ارتفاع جديد بالتسعيرة !!
1608,100101538090752-ce5e65e540febb22,facebook_post,سقوط شاحنة محملة بعبوات رب البندورة على جسر الفياضية,0.0,,0.0,,0.0,,0.0,,['other'],[None],2021-06-30 10:02:18,سقوط شاحنة محملة بعبوات رب البندورة على جسر الفياضية
1413,100101538090752-33d9bf2dd99aaed8,facebook_post,المشهد مبكي هنا 😢,0.0,,0.0,,0.0,,0.0,,['other'],[None],2021-07-03 16:55:18,المشهد مبكي هنا 😢
1985,106447832755806-2abf3aaf5edd6f3e,facebook_post,"حمد حسن: ""ذاهبون إلى إقرار قانون إجراء مناقصة موحدة للجهات الضامنة لشراء أدوية الأمراض المستعصية وهو قرار تاريخي واستثنائي بالتوافق مع وزير الإقتصاد""",0.0,,0.0,,1.0,neutral,0.0,,['other'],[None],2021-07-12 14:33:41,"حمد حسن: ""ذاهبون الى اقرار قانون اجراء مناقصة موحدة للجهات الضامنة لشراء ادوية الامراض المستعصية وهو قرار تاريخي واستثنايي بالتوافق مع وزير الاقتصاد"""
379,100050666491286-f4dc0500404bd5e9,facebook_post,الاشخاص الذين ادّعى عليهم القاضي بيطار، ان لن يمتثلوا، يكونون فارين من وجه العدالة. رفض رفع الحصانات يعني ببساطة انّ الشعب اللبناني اصبح محكوماً من زمرة خارجة عن القانون يجب سوقهم امام قوس المحكمة بالقوّة وانزال اشدّ العقوبات بهم #outlaws #تفضلوا_على_التحقيق,0.0,,0.0,,0.0,,0.0,,['beirut port explosion'],[['#تفضلوا_على_التحقيق']],2021-07-10 19:21:14,الاشخاص الذين ادعى عليهم القاضي بيطار، ان لن يمتثلوا، يكونون فارين من وجه العدالة. رفض رفع الحصانات يعني ببساطة ان الشعب اللبناني اصبح محكوما من زمرة خارجة عن القانون يجب سوقهم امام قوس المحكمة بالقوة وانزال اشد العقوبات بهم #outlaws #تفضلوا_على_التحقيق
1507,100101538090752-81c1a88724861bbc,facebook_post,عاثوا في بلادنا فساداً ، قتلوا ماضينا ، شوهوا ذكرياتنا ، دمروا حاضرنا ، أبادوا أحلامنا .. فقط حفاظاً على كراسيهم !,0.0,,0.0,,0.0,,0.0,,['other'],[None],2021-07-07 07:30:53,عاثوا في بلادنا فسادا ، قتلوا ماضينا ، شوهوا ذكرياتنا ، دمروا حاضرنا ، ابادوا احلامنا .. فقط حفاظا على كراسيهم !
701,100053742612367-46a390253c5d3f7d,facebook_post,المفتي دريان: أي تعرض للجيش هو تعرض لكل اللبنانيين الشرفاء,0.0,,0.0,,0.0,,0.0,,['other'],[None],2021-07-01 12:00:04,المفتي دريان: اي تعرض للجيش هو تعرض لكل اللبنانيين الشرفاء
1169,100053742612367-ca7bfcbda4a6da55,facebook_post,بالصور: شاب عشريني جثة هامدة بعدما قضى غرقاً,0.0,,0.0,,0.0,,0.0,,['other'],[None],2021-07-12 13:32:47,بالصور: شاب عشريني جثة هامدة بعدما قضى غرقا
1267,100053742612367-e768f335de78229e,facebook_post,تسعيرة مفاجئة للفروج!,1.0,Nautral,0.0,,0.0,,0.0,,['other'],[None],2021-06-30 07:25:47,تسعيرة مفاجية للفروج!
1907,106447832755806-116a4c147afb93e8,facebook_post,"""دخلنا مرغمين في العتمة التامة"".. لجنة أصحاب المولدات في جرد عاليه والجوار: مولداتنا خارج الخدمة ابتداء من الليلة",0.0,,0.0,,0.0,,0.0,,['lebanese fuel crisis'],[['لجنة اصحاب المولدات']],2021-06-29 16:46:04,"""دخلنا مرغمين في العتمة التامة"".. لجنة اصحاب المولدات في جرد عاليه والجوار: مولداتنا خارج الخدمة ابتداء من الليلة"
1793,102993401163821-31d81d170883c22b,facebook_post,لبنان يسجل ثلاث حالات وفاة و150 اصابة جديدة بكورونا,0.0,,0.0,,0.0,,0.0,,['other'],[None],2021-07-01 17:24:37,لبنان يسجل ثلاث حالات وفاة و150 اصابة جديدة بكورونا
1755,100700957973129-c2c14fbff3c8ee9a,facebook_post,"بري ما بيسمح لسلامة يدفع 40 مليون دولار ليشتروا فيول لتجي الكهربا 12 ساعة باليوم إنما بيسمحله يدفع 160 مليون دولار ليشتري بنزين ومازوت وتهربهم المافيا المشتركة "" أمل مستقبل قوات "" على سوريا ويربحوا ملايين الدولارات ، ما مننسى إنو بري أعطى بهية الحريري 320 ألف ليتر مازوت من مصفات الزهراني لأنو ورّثوا أياها أبوه .",0.0,,1.0,Increase,0.0,,0.0,,"['economic collapse', 'syria']","[['دولار'], ['سوريا']]",2021-07-09 17:30:26,"بري ما بيسمح لسلامة يدفع 40 مليون دولار ليشتروا فيول لتجي الكهربا 12 ساعة باليوم انما بيسمحله يدفع 160 مليون دولار ليشتري بنزين ومازوت وتهربهم المافيا المشتركة "" امل مستقبل قوات "" على سوريا ويربحوا ملايين الدولارات ، ما مننسى انو بري اعطى بهية الحريري 320 الف ليتر مازوت من مصفات الزهراني لانو ورثوا اياها ابوه ."
62,100044304410046-43fa7fea192cbd8f,facebook_post,"لصوص الليل يسرقون المواطنين الصابرين أمام أحد محطات البنزين..😢⛽😢 ألا يكفي الشعب فوق دماره إلا دماراً من أرعنٍ سيقع آجلاً أم أجلاً بيد القوى الأمنية،، وسيهتك صيته أمام الجميع،، وتوزع صوره للعلن بسبب سرقته لأرزاق الآخرين... في التفاصيل: ترك ""أحد"" المواطنين مركبته في أحد طوابير البنزين أمام محطة في منطقة أبو الاسود منذ الليل، ليأتي صباح اليوم ويجد بأن إطاراتها قد سُرقت.. نتمنى على الجميع أن لا يضعوا قي بالهم كلمة أن الفقر هو من دفعه للسرقة، لا ومليون لا، لأن الفقر هتك منازلنا جميعاً، وأزهق رزقنا، وشرّد أفكارنا لناحية أن لبنان لا يزال ( سويسرا الشرق ).. فالجميع منّا بحاجة لأصغر مقومات الحياة، ولكننا لم ولن نمد يدنا لنسرق من هذا وذاك كما فعله السياسيين في لبنان،،، يجب أن لا ننسى قول علياً الإمام ع الذي قال: لو الفقر رجلاً لقتلته..",0.0,,0.0,,1.0,,0.0,,['lebanese fuel crisis'],[['طوابير البنزين']],2021-06-30 06:21:58,"لصوص الليل يسرقون المواطنين الصابرين امام احد محطات البنزين..😢⛽😢 الا يكفي الشعب فوق دماره الا دمارا من ارعن سيقع اجلا ام اجلا بيد القوى الامنية،، وسيهتك صيته امام الجميع،، وتوزع صوره للعلن بسبب سرقته لارزاق الاخرين... في التفاصيل: ترك ""احد"" المواطنين مركبته في احد طوابير البنزين امام محطة في منطقة ابو الاسود منذ الليل، لياتي صباح اليوم ويجد بان اطاراتها قد سرقت.. نتمنى على الجميع ان لا يضعوا قي بالهم كلمة ان الفقر هو من دفعه للسرقة، لا ومليون لا، لان الفقر هتك منازلنا جميعا، وازهق رزقنا، وشرد افكارنا لناحية ان لبنان لا يزال ( سويسرا الشرق ).. فالجميع منا بحاجة لاصغر مقومات الحياة، ولكننا لم ولن نمد يدنا لنسرق من هذا وذاك كما فعله السياسيين في لبنان،،، يجب ان لا ننسى قول عليا الامام ع الذي قال: لو الفقر رجلا لقتلته.."
2047,140227242671930-74dde6777bcb30ff,facebook_post,تسعيرةٌ جديدةٌ لـ ربطة الخبز! https://www.lebanondebate.com/news/531798,1.0,neutral,0.0,,0.0,,0.0,,['other'],[None],2021-07-02 06:34:47,تسعيرة جديدة لـ ربطة الخبز! https://www.lebanondebate.com/news/531798
998,100053742612367-99f81cab455594be,facebook_post,بالاسماء: ثلاث مصابين بفايروس كورونا في مدينة صور,0.0,,0.0,,0.0,,0.0,,['covid / vaccination'],[['كورونا']],2021-06-29 20:42:29,بالاسماء: ثلاث مصابين بفايروس كورونا في مدينة صور
832,100053742612367-68a8da93aec66821,facebook_post,في صور: رؤساء البلديات ونواب امل وممثل عن الحزب يعقدون اجتماعا لحل ازمة المحروقات ويشددون على ضرورة أن تأخذ الأجهزة الأمنية دورها في مكافحة احتكار المحروقات,0.0,,1.0,Neutral,1.0,Neutral,0.0,,['lebanese fuel crisis'],[['ازمة المحروقات']],2021-07-10 13:42:04,في صور: روساء البلديات ونواب امل وممثل عن الحزب يعقدون اجتماعا لحل ازمة المحروقات ويشددون على ضرورة ان تاخذ الاجهزة الامنية دورها في مكافحة احتكار المحروقات
715,100053742612367-490fe3ca0d47cd7a,facebook_post,"شركة ""كهرباء لبنان"" تعلن ""بشرى"" للبنانيين... ""سنبقي المواطنين على بينة بأي مستجدات""",0.0,,0.0,,0.0,,0.0,,['other'],[None],2021-07-09 15:58:43,"شركة ""كهرباء لبنان"" تعلن ""بشرى"" للبنانيين... ""سنبقي المواطنين على بينة باي مستجدات"""
140,100044304410046-e3817a98b8dbdf2e,facebook_post,وفاة الفتى محمد خالد الأشقر بعد تعرضه لصعقة كهربائية في بلدته عين الذهب😢💔😢,0.0,,0.0,,0.0,,0.0,,['other'],[None],2021-06-30 12:32:26,وفاة الفتى محمد خالد الاشقر بعد تعرضه لصعقة كهربايية في بلدته عين الذهب😢💔😢
1616,100101538090752-d43156a8c1cfb8bd,facebook_post,وزير الصحة أوعز بفتح تحقيق بملابسات وفاة الطفلة جوري السيد وقد تم الإتصال بكافة الجهات المعنية الطبية والإدارية وعائلة الطفلة بهدف إعداد تقرير تفصيلي ستتم دراسته في اللجنة المختصة بطب الأطفال في وزارة الصحة العامة لإجراء المقتضى,0.0,,0.0,,1.0,Neutral,0.0,,['lebanese healthcare system'],[['وزير الصحة']],2021-07-11 16:46:58,وزير الصحة اوعز بفتح تحقيق بملابسات وفاة الطفلة جوري السيد وقد تم الاتصال بكافة الجهات المعنية الطبية والادارية وعايلة الطفلة بهدف اعداد تقرير تفصيلي ستتم دراسته في اللجنة المختصة بطب الاطفال في وزارة الصحة العامة لاجراء المقتضى
742,100053742612367-50479a03fda1781d,facebook_post,كورونا يودي بحياة المغترب الجنوبي الشاب حسين عياش ويحرم عائلته في لبنان من لحظات الوداع الأخيرة,0.0,,0.0,,0.0,,0.0,,['covid / vaccination'],[['كورونا']],2021-06-30 19:05:21,كورونا يودي بحياة المغترب الجنوبي الشاب حسين عياش ويحرم عايلته في لبنان من لحظات الوداع الاخيرة
1099,100053742612367-b7c943c6fa8cbd56,facebook_post,بالصور.. اختيار ملكة جمال موسكو 2021,0.0,,0.0,,0.0,,0.0,,['other'],[None],2021-07-02 03:30:58,بالصور.. اختيار ملكة جمال موسكو 2021
